year,name,playerId,playerSlug,positionId,teamId,status,gamesPlayed,avgMinutes,avgFouls,flagrantFouls,technicalFouls,ejections,doubleDouble,tripleDouble,minutes,rebounds,fouls,avgRebounds,avgPoints,avgFieldGoalsMade,avgFieldGoalsAttempted,fieldGoalPct,avgThreePointFieldGoalsMade,avgThreePointFieldGoalsAttempted,threePointFieldGoalPct,avgFreeThrowsMade,avgFreeThrowsAttempted,freeThrowPct,avgAssists,avgTurnovers,points,fieldGoalsMade,fieldGoalsAttempted,threePointFieldGoalsMade,threePointFieldGoalsAttempted,freeThrowsMade,freeThrowsAttempted,assists,turnovers,avgSteals,avgBlocks,steals,blocks,position,birthdate,college,draftinfo,birthplace,team,experience,rankingSalary,salary,weight,height
2005,Shareef Abdur-Rahim,3,shareef-abdur-rahim,PF,POR,inactive,54.0,34.574074,2.7777777,0.0,10.0,1.0,16.0,0.0,1867.0,392.0,150.0,7.259259,16.833334,6.240741,12.407408,50.29899978637695,0.2777778,0.7222222,38.46153914928436,4.0740743,4.703704,86.61399841308594,2.0555556,2.1666667,909.0,337.0,670.0,15.0,39.0,220.0,254.0,111.0,117.0,0.9074074,0.4814815,49.0,26.0,Power Forward,12/11/1976,California,"1996: Rd 1, Pk 3 (VAN)","Marietta, GA",,,123,"$5,000,000",,
2006,Shareef Abdur-Rahim,3,shareef-abdur-rahim,PF,SAC,inactive,72.0,27.23611,3.1527777,1.0,9.0,1.0,3.0,0.0,1961.0,357.0,227.0,4.9583335,12.319445,4.611111,8.777778,52.53200149536133,0.06944445,0.30555555,22.72727340459824,3.0277777,3.8611112,78.41699981689453,2.0694444,1.5,887.0,332.0,632.0,5.0,22.0,218.0,278.0,149.0,108.0,0.6666667,0.5833333,48.0,42.0,Power Forward,12/11/1976,California,"1996: Rd 1, Pk 3 (VAN)","Marietta, GA",,,116,"$5,400,000",,
2007,Shareef Abdur-Rahim,3,shareef-abdur-rahim,PF,SAC,inactive,80.0,25.1875,3.0375,1.0,8.0,0.0,4.0,0.0,2015.0,398.0,243.0,4.975,9.9125,3.875,8.175,47.4010009765625,0.0375,0.25,15.000000596046448,2.125,2.925,72.6500015258789,1.3625,1.45,793.0,310.0,654.0,3.0,20.0,170.0,234.0,109.0,116.0,0.6625,0.5,53.0,40.0,Power Forward,12/11/1976,California,"1996: Rd 1, Pk 3 (VAN)","Marietta, GA",,,112,"$5,800,000",,
2008,Shareef Abdur-Rahim,3,shareef-abdur-rahim,PF,SAC,inactive,6.0,8.5,1.5,0.0,0.0,0.0,0.0,0.0,51.0,10.0,9.0,1.6666666,1.6666666,0.5,2.3333333,21.429000854492188,0.0,0.0,0.0,0.6666667,0.6666667,100.0,0.6666667,0.16666667,10.0,3.0,14.0,0.0,0.0,4.0,4.0,4.0,1.0,0.16666667,0.0,1.0,0.0,Power Forward,12/11/1976,California,"1996: Rd 1, Pk 3 (VAN)","Marietta, GA",,,118,"$6,200,000",,
1999,Scottie Pippen,663,scottie-pippen,SF,HOU,inactive,50.0,40.22,2.36,0.0,5.0,1.0,9.0,2.0,2011.0,323.0,118.0,6.46,14.52,5.22,12.08,43.21200180053711,1.44,4.24,33.96226465702057,2.64,3.66,72.13099670410156,5.86,3.18,726.0,261.0,604.0,72.0,212.0,132.0,183.0,293.0,159.0,1.96,0.74,98.0,37.0,Small Forward,9/25/1965,Central Arkansas,"1987: Rd 1, Pk 5 (SEA)","Hamburg, AR",,,5,"$14,795,000",,
2000,Scottie Pippen,663,scottie-pippen,SF,POR,inactive,82.0,33.52439,2.5365853,0.0,6.0,0.0,9.0,0.0,2749.0,513.0,208.0,6.256098,12.463414,4.731707,10.487804,45.11600112915039,1.0487804,3.207317,32.699620723724365,1.9512196,2.7195122,71.7490005493164,4.9512196,2.5365853,1022.0,388.0,860.0,86.0,263.0,160.0,223.0,406.0,208.0,1.4268292,0.5,117.0,41.0,Small Forward,9/25/1965,Central Arkansas,"1987: Rd 1, Pk 5 (SEA)","Hamburg, AR",,,10,"$13,151,000",,
2001,Scottie Pippen,663,scottie-pippen,SF,POR,inactive,64.0,33.328125,2.46875,0.0,10.0,1.0,6.0,0.0,2133.0,333.0,158.0,5.203125,11.265625,4.203125,9.3125,45.13399887084961,1.0,2.90625,34.40860211849213,1.859375,2.515625,73.91300201416016,4.59375,2.40625,721.0,269.0,596.0,64.0,186.0,119.0,161.0,294.0,154.0,1.46875,0.546875,94.0,35.0,Small Forward,9/25/1965,Central Arkansas,"1987: Rd 1, Pk 5 (SEA)","Hamburg, AR",,,5,"$18,083,000",,
2002,Scottie Pippen,663,scottie-pippen,SF,POR,inactive,62.0,32.19355,2.612903,0.0,14.0,3.0,11.0,0.0,1996.0,321.0,162.0,5.177419,10.629032,3.967742,9.66129,41.06800079345703,0.87096775,2.8548386,30.50847351551056,1.8225807,2.3548386,77.39700317382812,5.854839,2.7580645,659.0,246.0,599.0,54.0,177.0,113.0,146.0,363.0,171.0,1.6290323,0.5645161,101.0,35.0,Small Forward,9/25/1965,Central Arkansas,"1987: Rd 1, Pk 5 (SEA)","Hamburg, AR",,,5,"$19,727,000",,
1999,Gary Payton,640,gary-payton,PG,SEA,inactive,50.0,40.16,2.3,1.0,22.0,2.0,19.0,1.0,2008.0,244.0,115.0,4.88,21.68,8.02,18.46,43.44499969482422,1.66,5.62,29.537367820739743,3.98,5.52,72.10099792480469,8.72,3.08,1084.0,401.0,923.0,83.0,281.0,199.0,276.0,436.0,154.0,2.18,0.24,109.0,12.0,Point Guard,7/23/1968,Oregon State,"1990: Rd 1, Pk 2 (SEA)","Oakland, CA",,,8,"$11,020,000",,
2000,Gary Payton,640,gary-payton,PG,SEA,inactive,82.0,41.76829,2.1707318,0.0,18.0,3.0,40.0,1.0,3425.0,529.0,178.0,6.4512196,24.170732,9.109756,20.317074,44.8380012512207,2.1585367,6.3414636,34.03846025466919,3.792683,5.1585364,73.52200317382812,8.926829,2.7317073,1982.0,747.0,1666.0,177.0,520.0,311.0,423.0,732.0,224.0,1.8658537,0.2195122,153.0,18.0,Point Guard,7/23/1968,Oregon State,"1990: Rd 1, Pk 2 (SEA)","Oakland, CA",,,13,"$12,200,000",,
2001,Gary Payton,640,gary-payton,PG,SEA,inactive,79.0,41.06329,2.329114,0.0,14.0,0.0,27.0,2.0,3244.0,361.0,184.0,4.56962,23.075949,9.177216,20.13924,45.56900024414063,1.2911392,3.443038,37.5,3.4303796,4.481013,76.55400085449219,8.126582,2.6455696,1823.0,725.0,1591.0,102.0,272.0,271.0,354.0,642.0,209.0,1.607595,0.32911393,127.0,26.0,Point Guard,7/23/1968,Oregon State,"1990: Rd 1, Pk 2 (SEA)","Oakland, CA",,,9,"$12,926,000",,
2002,Gary Payton,640,gary-payton,PG,SEA,inactive,82.0,40.256096,2.182927,0.0,14.0,0.0,32.0,2.0,3301.0,396.0,179.0,4.8292685,22.134146,8.987804,19.243902,46.70500183105469,0.902439,2.878049,31.355932354927063,3.2560976,4.085366,79.70099639892578,8.987804,2.5487804,1815.0,737.0,1578.0,74.0,236.0,267.0,335.0,737.0,209.0,1.597561,0.31707317,131.0,26.0,Point Guard,7/23/1968,Oregon State,"1990: Rd 1, Pk 2 (SEA)","Oakland, CA",,,11,"$13,080,000",,
2005,Gary Payton,640,gary-payton,PG,ATL,inactive,77.0,33.0,1.5714285,0.0,14.0,0.0,7.0,0.0,2541.0,236.0,121.0,3.064935,11.337663,4.4025974,9.415585,46.75899887084961,0.54545456,1.6753247,32.55814015865326,1.987013,2.6103897,76.11900329589844,6.090909,1.9220779,873.0,339.0,725.0,42.0,129.0,153.0,201.0,469.0,148.0,1.1428572,0.15584415,88.0,12.0,Point Guard,7/23/1968,Oregon State,"1990: Rd 1, Pk 2 (SEA)","Oakland, CA",,,378,"$719,373",,
2006,Gary Payton,640,gary-payton,PG,MIA,inactive,81.0,28.45679,2.0864198,0.0,7.0,0.0,0.0,0.0,2305.0,233.0,169.0,2.8765433,7.728395,2.8395061,6.7530866,42.04800033569336,0.8148148,2.8395061,28.69565188884735,1.2345679,1.5555556,79.36499786376953,3.1728394,1.2592592,626.0,230.0,547.0,66.0,230.0,100.0,126.0,257.0,102.0,0.8765432,0.12345679,71.0,10.0,Point Guard,7/23/1968,Oregon State,"1990: Rd 1, Pk 2 (SEA)","Oakland, CA",,,383,"$744,551",,
1999,Juwan Howard,351,juwan-howard,PF,WSH,inactive,36.0,39.72222,3.6111112,0.0,6.0,0.0,11.0,0.0,1430.0,293.0,130.0,8.138889,18.944445,7.9444447,16.777779,47.35100173950195,0.0,0.083333336,0.0,3.0555556,4.0555553,75.34200286865234,2.9722223,2.6388888,682.0,286.0,604.0,0.0,3.0,110.0,146.0,107.0,95.0,1.1666666,0.3888889,42.0,14.0,Power Forward,2/7/1973,Michigan,"1994: Rd 1, Pk 5 (WSH)","Chicago, IL",,,4,"$15,000,000",,
2000,Juwan Howard,351,juwan-howard,PF,WSH,inactive,82.0,35.47561,3.6463416,5.0,4.0,0.0,10.0,0.0,2909.0,470.0,299.0,5.731707,14.878049,6.207317,13.512196,45.93899917602539,0.0,0.085365854,0.0,2.4634147,3.3536584,73.45500183105469,3.012195,2.7439024,1220.0,509.0,1108.0,0.0,7.0,202.0,275.0,247.0,225.0,0.81707317,0.25609756,67.0,21.0,Power Forward,2/7/1973,Michigan,"1994: Rd 1, Pk 5 (WSH)","Chicago, IL",,,4,"$16,875,000",,
2001,Juwan Howard,351,juwan-howard,PF,DAL,inactive,81.0,36.71605,3.6049383,0.0,8.0,1.0,16.0,0.0,2974.0,572.0,292.0,7.0617285,18.049383,7.1975307,15.037037,47.8650016784668,0.0,0.037037037,0.0,3.654321,4.728395,77.28500366210938,2.7654321,2.9876542,1462.0,583.0,1218.0,0.0,3.0,296.0,383.0,224.0,242.0,0.9259259,0.45679012,75.0,37.0,Power Forward,2/7/1973,Michigan,"1994: Rd 1, Pk 5 (WSH)","Chicago, IL",,,4,"$18,750,000",,
2002,Juwan Howard,351,juwan-howard,PF,DEN,inactive,81.0,32.530865,3.271605,3.0,13.0,0.0,17.0,0.0,2635.0,612.0,265.0,7.5555553,14.62963,5.703704,12.407408,45.970001220703125,0.0,0.024691358,0.0,3.2222223,4.234568,76.09300231933594,2.0864198,1.8765432,1185.0,462.0,1005.0,0.0,2.0,261.0,343.0,169.0,152.0,0.56790125,0.5802469,46.0,47.0,Power Forward,2/7/1973,Michigan,"1994: Rd 1, Pk 5 (WSH)","Chicago, IL",,,4,"$20,625,000",,
2005,Juwan Howard,351,juwan-howard,PF,HOU,inactive,61.0,26.622952,2.3442624,1.0,4.0,0.0,7.0,0.0,1624.0,346.0,143.0,5.672131,9.590164,4.0,8.868853,45.10200119018555,0.0,0.016393442,0.0,1.590164,1.8852459,84.3479995727539,1.5409836,1.295082,585.0,244.0,541.0,0.0,1.0,97.0,115.0,94.0,79.0,0.52459013,0.08196721,32.0,5.0,Power Forward,2/7/1973,Michigan,"1994: Rd 1, Pk 5 (WSH)","Chicago, IL",,,102,"$5,900,400",,
2006,Juwan Howard,351,juwan-howard,PF,HOU,inactive,80.0,31.7125,2.9375,2.0,7.0,0.0,10.0,0.0,2537.0,535.0,235.0,6.6875,11.775,4.925,10.7375,45.867000579833984,0.0,0.05,0.0,1.925,2.3875,80.62799835205078,1.4,1.6625,942.0,394.0,859.0,0.0,4.0,154.0,191.0,112.0,133.0,0.6125,0.1,49.0,8.0,Power Forward,2/7/1973,Michigan,"1994: Rd 1, Pk 5 (WSH)","Chicago, IL",,,93,"$6,392,100",,
2007,Juwan Howard,351,juwan-howard,PF,HOU,inactive,80.0,26.5375,2.5625,2.0,4.0,0.0,9.0,0.0,2123.0,470.0,205.0,5.875,9.6625,3.8625,8.3125,46.46599960327149,0.0,0.0,0.0,1.9375,2.35,82.4469985961914,1.6375,1.4,773.0,309.0,665.0,0.0,0.0,155.0,188.0,131.0,112.0,0.3625,0.1,29.0,8.0,Power Forward,2/7/1973,Michigan,"1994: Rd 1, Pk 5 (WSH)","Chicago, IL",,,397,"$761,544",,
2008,Juwan Howard,351,juwan-howard,PF,DAL,inactive,50.0,7.06,1.24,0.0,1.0,0.0,0.0,0.0,353.0,81.0,62.0,1.62,1.14,0.46,1.28,35.9379997253418,0.0,0.0,0.0,0.22,0.28,78.57099914550781,0.34,0.34,57.0,23.0,64.0,0.0,0.0,11.0,14.0,17.0,17.0,0.1,0.04,5.0,2.0,Power Forward,2/7/1973,Michigan,"1994: Rd 1, Pk 5 (WSH)","Chicago, IL",,,444,"$586,457",,
2009,Juwan Howard,351,juwan-howard,PF,CHA,inactive,42.0,11.238095,1.6904762,1.0,2.0,1.0,0.0,0.0,472.0,76.0,71.0,1.8095238,4.1190476,1.7857143,3.5,51.02000045776367,0.0,0.0,0.0,0.54761904,0.8095238,67.64700317382812,0.61904764,0.61904764,173.0,75.0,147.0,0.0,0.0,23.0,34.0,26.0,26.0,0.16666667,0.14285715,7.0,6.0,Power Forward,2/7/1973,Michigan,"1994: Rd 1, Pk 5 (WSH)","Chicago, IL",,,384,"$825,497",,
2010,Juwan Howard,351,juwan-howard,PF,POR,inactive,73.0,22.356165,2.6164384,4.0,4.0,0.0,2.0,0.0,1632.0,335.0,191.0,4.589041,5.9863014,2.6164384,5.1369863,50.93299865722656,0.0,0.01369863,0.0,0.75342464,0.9589041,78.57099914550781,0.8356164,0.98630136,437.0,191.0,375.0,0.0,1.0,55.0,70.0,61.0,72.0,0.369863,0.1369863,27.0,10.0,Power Forward,2/7/1973,Michigan,"1994: Rd 1, Pk 5 (WSH)","Chicago, IL",,,396,"$854,389",,
2011,Juwan Howard,351,juwan-howard,PF,MIA,inactive,57.0,10.385965,1.0701754,1.0,5.0,2.0,0.0,0.0,592.0,122.0,61.0,2.1403508,2.4385965,0.9649123,2.1929824,44.0,0.0,0.0,0.0,0.50877196,0.61403507,82.85700225830078,0.40350878,0.4385965,139.0,55.0,125.0,0.0,0.0,29.0,35.0,23.0,25.0,0.1754386,0.07017544,10.0,4.0,Power Forward,2/7/1973,Michigan,"1994: Rd 1, Pk 5 (WSH)","Chicago, IL",,,432,"$854,389",,
2000,Tim Duncan,215,tim-duncan,C,SA,inactive,74.0,38.851353,2.837838,0.0,1.0,0.0,60.0,1.0,2875.0,918.0,210.0,12.405405,23.18919,8.486486,17.31081,49.02399826049805,0.013513514,0.14864865,9.090909361839294,6.2027025,8.148648,76.11900329589844,3.162162,3.2702703,1716.0,628.0,1281.0,1.0,11.0,459.0,603.0,234.0,242.0,0.8918919,2.2297297,66.0,165.0,Center,4/25/1976,Wake Forest,"1997: Rd 1, Pk 1 (SA)",Virgin Islands,,,34,"$9,658,000",,
2001,Tim Duncan,215,tim-duncan,C,SA,inactive,82.0,38.707317,3.012195,1.0,3.0,0.0,66.0,0.0,3174.0,997.0,247.0,12.158537,22.195122,8.560976,17.146341,49.92900085449219,0.085365854,0.3292683,25.925925374031067,4.987805,8.073171,61.78200149536133,2.987805,2.9512196,1820.0,702.0,1406.0,7.0,27.0,409.0,662.0,245.0,242.0,0.85365856,2.3414633,70.0,192.0,Center,4/25/1976,Wake Forest,"1997: Rd 1, Pk 1 (SA)",Virgin Islands,,,27,"$10,865,000",,
2002,Tim Duncan,215,tim-duncan,C,SA,inactive,82.0,40.59756,2.6463416,0.0,11.0,1.0,67.0,0.0,3329.0,1042.0,217.0,12.707317,25.475609,9.317073,18.341463,50.79800033569336,0.0121951215,0.12195122,10.000000149011612,6.8292685,8.54878,79.88600158691406,3.7439024,3.207317,2089.0,764.0,1504.0,1.0,10.0,560.0,701.0,307.0,263.0,0.74390244,2.4756098,61.0,203.0,Center,4/25/1976,Wake Forest,"1997: Rd 1, Pk 1 (SA)",Virgin Islands,,,23,"$12,072,000",,
2003,Tim Duncan,215,tim-duncan,C,SA,inactive,81.0,39.271606,2.851852,0.0,6.0,0.0,58.0,1.0,3181.0,1043.0,231.0,12.876543,23.25926,8.814815,17.185184,51.29299926757812,0.074074075,0.27160493,27.272728085517883,5.5555553,7.8271604,70.97799682617188,3.9012346,3.0617285,1884.0,714.0,1392.0,6.0,22.0,450.0,634.0,316.0,248.0,0.67901236,2.925926,55.0,237.0,Center,4/25/1976,Wake Forest,"1997: Rd 1, Pk 1 (SA)",Virgin Islands,,,22,"$13,279,000",,
2005,Tim Duncan,215,tim-duncan,C,SA,inactive,66.0,33.378788,2.1818182,0.0,2.0,0.0,44.0,0.0,2203.0,732.0,144.0,11.090909,20.333334,7.8333335,15.787879,49.61600112915039,0.045454547,0.13636364,33.33333432674408,4.621212,6.8939395,67.03299713134766,2.7121212,1.9242424,1342.0,517.0,1042.0,3.0,9.0,305.0,455.0,179.0,127.0,0.6818182,2.6363637,45.0,174.0,Center,4/25/1976,Wake Forest,"1997: Rd 1, Pk 1 (SA)",Virgin Islands,,,9,"$15,845,157",,
2006,Tim Duncan,215,tim-duncan,C,SA,inactive,80.0,34.8,2.7375,0.0,9.0,0.0,52.0,0.0,2784.0,881.0,219.0,11.0125,18.5625,7.175,14.8125,48.43899917602539,0.025,0.0625,40.00000059604645,4.1875,6.6625,62.85200119018555,3.1625,2.475,1485.0,574.0,1185.0,2.0,5.0,335.0,533.0,253.0,198.0,0.875,2.025,70.0,162.0,Center,4/25/1976,Wake Forest,"1997: Rd 1, Pk 1 (SA)",Virgin Islands,,,6,"$17,429,673",,
2007,Tim Duncan,215,tim-duncan,C,SA,inactive,80.0,34.075,2.5375,0.0,9.0,1.0,45.0,0.0,2726.0,846.0,203.0,10.575,19.9875,7.725,14.1375,54.641998291015625,0.0125,0.1125,11.11111119389534,4.525,7.1,63.73199844360351,3.4125,2.8,1599.0,618.0,1131.0,1.0,9.0,362.0,568.0,273.0,224.0,0.825,2.375,66.0,190.0,Center,4/25/1976,Wake Forest,"1997: Rd 1, Pk 1 (SA)",Virgin Islands,,,6,"$19,014,188",,
2008,Tim Duncan,215,tim-duncan,C,SA,inactive,78.0,33.98718,2.371795,0.0,6.0,0.0,53.0,0.0,2651.0,881.0,185.0,11.294871,19.333334,7.5,15.102564,49.65999984741211,0.0,0.051282052,0.0,4.3333335,5.9358974,73.00199890136719,2.7948718,2.2820513,1508.0,585.0,1178.0,0.0,4.0,338.0,463.0,218.0,178.0,0.71794873,1.948718,56.0,152.0,Center,4/25/1976,Wake Forest,"1997: Rd 1, Pk 1 (SA)",Virgin Islands,,,8,"$20,598,704",,
2009,Tim Duncan,215,tim-duncan,C,SA,inactive,75.0,33.64,2.3066666,0.0,5.0,0.0,49.0,0.0,2523.0,800.0,173.0,10.666667,19.333334,7.44,14.76,50.40700149536133,0.0,0.026666667,0.0,4.4533334,6.44,69.1510009765625,3.52,2.2,1450.0,558.0,1107.0,0.0,2.0,334.0,483.0,264.0,165.0,0.50666666,1.68,38.0,126.0,Center,4/25/1976,Wake Forest,"1997: Rd 1, Pk 1 (SA)",Virgin Islands,,,4,"$22,183,220",,
2010,Tim Duncan,215,tim-duncan,C,SA,inactive,78.0,31.25641,1.948718,0.0,4.0,0.0,38.0,0.0,2438.0,788.0,152.0,10.102564,17.884615,7.1923075,13.871795,51.84799957275391,0.025641026,0.14102565,18.18181872367859,3.474359,4.794872,72.45999908447266,3.1538463,1.7948718,1395.0,561.0,1082.0,2.0,11.0,271.0,374.0,246.0,140.0,0.5769231,1.5,45.0,117.0,Center,4/25/1976,Wake Forest,"1997: Rd 1, Pk 1 (SA)",Virgin Islands,,,3,"$18,835,381",,
2011,Tim Duncan,215,tim-duncan,C,SA,inactive,76.0,28.368422,1.5657895,0.0,2.0,0.0,27.0,1.0,2156.0,678.0,119.0,8.921053,13.447369,5.513158,11.026316,50.0,0.0,0.05263158,0.0,2.4210527,3.381579,71.59500122070312,2.6710527,1.6052631,1022.0,419.0,838.0,0.0,4.0,184.0,257.0,203.0,122.0,0.65789473,1.9210526,50.0,146.0,Center,4/25/1976,Wake Forest,"1997: Rd 1, Pk 1 (SA)",Virgin Islands,,,3,"$21,164,619",,
2012,Tim Duncan,215,tim-duncan,C,SA,inactive,58.0,28.172413,1.6896552,0.0,4.0,0.0,22.0,0.0,1634.0,520.0,98.0,8.965517,15.431034,6.224138,12.637931,49.25,0.0,0.06896552,0.0,2.9827585,4.293103,69.47799682617188,2.275862,1.6724138,895.0,361.0,733.0,0.0,4.0,173.0,249.0,132.0,97.0,0.6551724,1.5172414,38.0,88.0,Center,4/25/1976,Wake Forest,"1997: Rd 1, Pk 1 (SA)",Virgin Islands,,,61,"$9,638,554",,
2013,Tim Duncan,215,tim-duncan,C,SA,inactive,69.0,30.115942,1.6956521,0.0,3.0,0.0,36.0,0.0,2078.0,686.0,117.0,9.942029,17.782608,7.1014495,14.144928,50.20500183105469,0.028985508,0.10144927,28.57142984867096,3.5507247,4.347826,81.66699981689453,2.6666667,2.1304348,1227.0,490.0,976.0,2.0,7.0,245.0,300.0,184.0,147.0,0.7246377,2.652174,50.0,183.0,Center,4/25/1976,Wake Forest,"1997: Rd 1, Pk 1 (SA)",Virgin Islands,,,53,"$10,361,446",,
2014,Tim Duncan,215,tim-duncan,C,SA,inactive,74.0,29.162163,1.8108108,0.0,8.0,0.0,30.0,0.0,2158.0,721.0,134.0,9.743243,15.121622,6.0,12.243243,49.00699996948242,0.0,0.067567565,0.0,3.1216216,4.2702703,73.10099792480469,2.9729729,2.1486487,1119.0,444.0,906.0,0.0,5.0,231.0,316.0,220.0,159.0,0.5810811,1.8783784,43.0,139.0,Center,4/25/1976,Wake Forest,"1997: Rd 1, Pk 1 (SA)",Virgin Islands,,,55,"$10,361,446",,
2015,Tim Duncan,215,tim-duncan,C,SA,inactive,77.0,28.922077,2.142857,0.0,1.0,0.0,33.0,1.0,2227.0,704.0,165.0,9.142858,13.896104,5.4415584,10.636364,51.15999984741211,0.025974026,0.09090909,28.57142984867096,2.987013,4.038961,73.95500183105469,2.987013,1.7012987,1070.0,419.0,819.0,2.0,7.0,230.0,311.0,230.0,131.0,0.8181818,1.961039,63.0,151.0,Center,4/25/1976,Wake Forest,"1997: Rd 1, Pk 1 (SA)",Virgin Islands,,,138,"$5,250,000",,
2016,Tim Duncan,215,tim-duncan,C,SA,inactive,61.0,25.180328,2.0491803,0.0,1.0,0.0,11.0,0.0,1536.0,447.0,125.0,7.327869,8.557377,3.5245903,7.2295084,48.75299835205078,0.0,0.032786883,0.0,1.5081967,2.147541,70.22899627685547,2.672131,1.4754099,522.0,215.0,441.0,0.0,2.0,92.0,131.0,163.0,90.0,0.7704918,1.2786885,47.0,78.0,Center,4/25/1976,Wake Forest,"1997: Rd 1, Pk 1 (SA)",Virgin Islands,,,154,"$6,393,750",,
1999,Anfernee Hardaway,302,anfernee-hardaway,SF,ORL,inactive,50.0,38.88,2.22,0.0,5.0,0.0,9.0,0.0,1944.0,284.0,111.0,5.68,15.82,6.02,14.34,41.97999954223633,0.8,2.8,28.57142984867096,2.98,4.22,70.61599731445312,5.32,3.0,791.0,301.0,717.0,40.0,140.0,149.0,211.0,266.0,150.0,2.22,0.46,111.0,23.0,Small Forward,7/18/1971,Memphis,"1993: Rd 1, Pk 3 (GS)","Memphis, TN",,,17,"$9,000,000",,
2000,Anfernee Hardaway,302,anfernee-hardaway,SF,PHX,inactive,60.0,37.55,2.7333333,0.0,4.0,0.0,7.0,0.0,2253.0,347.0,164.0,5.7833333,16.916666,6.3,13.3,47.36800003051758,0.55,1.7,32.35294222831726,3.7666667,4.766667,79.02100372314453,5.25,2.55,1015.0,378.0,798.0,33.0,102.0,226.0,286.0,315.0,153.0,1.5666667,0.6333333,94.0,38.0,Small Forward,7/18/1971,Memphis,"1993: Rd 1, Pk 3 (GS)","Memphis, TN",,,23,"$10,130,000",,
2001,Anfernee Hardaway,302,anfernee-hardaway,SF,PHX,inactive,4.0,28.0,1.5,0.0,0.0,0.0,0.0,0.0,112.0,18.0,6.0,4.5,9.75,3.75,9.0,41.66699981689453,0.5,2.0,25.0,1.75,2.75,63.63600158691406,3.75,0.75,39.0,15.0,36.0,2.0,8.0,7.0,11.0,15.0,3.0,1.5,0.25,6.0,1.0,Small Forward,7/18/1971,Memphis,"1993: Rd 1, Pk 3 (GS)","Memphis, TN",,,21,"$11,250,000",,
2002,Anfernee Hardaway,302,anfernee-hardaway,SF,PHX,inactive,80.0,30.775,2.3,0.0,1.0,0.0,5.0,1.0,2462.0,350.0,184.0,4.375,11.9875,4.8625,11.6375,41.78300094604492,0.2875,1.0375,27.71084308624268,1.975,2.4375,81.0260009765625,4.05,2.3625,959.0,389.0,931.0,23.0,83.0,158.0,195.0,324.0,189.0,1.525,0.4,122.0,32.0,Small Forward,7/18/1971,Memphis,"1993: Rd 1, Pk 3 (GS)","Memphis, TN",,,18,"$12,375,000",,
2003,Anfernee Hardaway,302,anfernee-hardaway,SF,PHX,inactive,58.0,30.637932,2.586207,0.0,0.0,0.0,5.0,1.0,1777.0,258.0,150.0,4.448276,10.603448,4.413793,9.879311,44.67699813842773,0.44827586,1.2586207,35.61643958091736,1.3275862,1.6724138,79.38099670410156,4.051724,2.5,615.0,256.0,573.0,26.0,73.0,77.0,97.0,235.0,145.0,1.137931,0.44827586,66.0,26.0,Small Forward,7/18/1971,Memphis,"1993: Rd 1, Pk 3 (GS)","Memphis, TN",,,15,"$13,500,000",,
2004,Anfernee Hardaway,302,anfernee-hardaway,SF,NY,inactive,76.0,27.56579,1.9210526,0.0,1.0,0.0,1.0,0.0,2095.0,287.0,146.0,3.7763157,9.197369,3.6710527,8.934211,41.09000015258789,0.39473686,1.0394737,37.974682450294495,1.4605263,1.8157895,80.43499755859375,2.3157895,1.4078947,699.0,279.0,679.0,30.0,79.0,111.0,138.0,176.0,107.0,0.92105263,0.2631579,70.0,20.0,Small Forward,7/18/1971,Memphis,"1993: Rd 1, Pk 3 (GS)","Memphis, TN",,,12,"$14,625,000",,
2005,Anfernee Hardaway,302,anfernee-hardaway,SF,NY,inactive,37.0,24.162163,2.1351352,0.0,1.0,0.0,0.0,0.0,894.0,89.0,79.0,2.4054055,7.2702703,2.9729729,7.027027,42.30799865722656,0.4054054,1.3513514,30.000001192092896,0.9189189,1.2432432,73.91300201416016,2.0,1.3513514,269.0,110.0,260.0,15.0,50.0,34.0,46.0,74.0,50.0,0.7567568,0.08108108,28.0,3.0,Small Forward,7/18/1971,Memphis,"1993: Rd 1, Pk 3 (GS)","Memphis, TN",,,11,"$15,750,000",,
1999,Antonio McDyess,530,antonio-mcdyess,PF,DEN,inactive,50.0,38.74,3.5,0.0,7.0,2.0,28.0,0.0,1937.0,537.0,175.0,10.74,21.22,8.3,17.64,47.05199813842773,0.02,0.18,11.11111119389534,4.6,6.76,68.0469970703125,1.64,2.76,1061.0,415.0,882.0,1.0,9.0,230.0,338.0,82.0,138.0,1.46,2.3,73.0,115.0,Power Forward,9/7/1974,Alabama,"1995: Rd 1, Pk 2 (LAC)","Quitman, MS",,,12,"$9,900,000",,
2000,Antonio McDyess,530,antonio-mcdyess,PF,DEN,inactive,81.0,33.308643,3.9012346,0.0,5.0,0.0,31.0,0.0,2698.0,685.0,316.0,8.45679,19.148148,7.580247,14.950617,50.70199966430664,0.0,0.024691358,0.0,3.9876542,6.3703704,62.59700012207031,1.962963,2.8395061,1551.0,614.0,1211.0,0.0,2.0,323.0,516.0,159.0,230.0,0.8518519,1.7160494,69.0,139.0,Power Forward,9/7/1974,Alabama,"1995: Rd 1, Pk 2 (LAC)","Quitman, MS",,,19,"$10,800,000",,
